compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	assert-op-success	GREEN
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cleanup-mt	NO-ASSERTIONS
compute	instance-redesign	cr-all-six	GREEN
compute	instance-redesign	cr-bad-zone	GREEN
compute	instance-redesign	cr-boot-badtype	GREEN
compute	instance-redesign	cr-boot-out	GREEN
compute	instance-redesign	cr-boot-untagged	GREEN
compute	instance-redesign	cr-cpu-over	GREEN
compute	instance-redesign	cr-ct-vm	GREEN
compute	instance-redesign	create-1	GREEN
compute	instance-redesign	create-2-dup	GREEN
compute	instance-redesign	create	GREEN
compute	instance-redesign	create	GREEN
compute	instance-redesign	create	GREEN
compute	instance-redesign	create	GREEN
compute	instance-redesign	create	GREEN
compute	instance-redesign	create	GREEN
compute	instance-redesign	cr-filesystem-specs	GREEN
compute	instance-redesign	cr-local-disk-specs	GREEN
compute	instance-redesign	cr-maintenance-grace-period	GREEN
compute	instance-redesign	cr-maintenance-policy	GREEN
compute	instance-redesign	cr-mt-absent	GREEN
compute	instance-redesign	cr-network-settings	GREEN
compute	instance-redesign	cr-no-boot	GREEN
compute	instance-redesign	cr-no-kind	GREEN
compute	instance-redesign	cr-no-mt	GREEN
compute	instance-redesign	cr-no-net	GREEN
compute	instance-redesign	cr-sa-malformed	GREEN
compute	instance-redesign	cr-secvol-zero	GREEN
compute	instance-redesign	cr-serial-port-settings	GREEN
compute	instance-redesign	cr-ssh-public-keys	GREEN
compute	instance-redesign	cr-unreachable	GREEN
compute	instance-redesign	cr-vm-ct	GREEN
compute	instance-redesign	del-absent	GREEN
compute	instance-redesign	delete-1	NO-ASSERTIONS
compute	instance-redesign	delete-2	NO-ASSERTIONS
compute	instance-redesign	del-inst-mtfk	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-inst	NO-ASSERTIONS
compute	instance-redesign	del-malformed	GREEN
compute	instance-redesign	del-mt-freed	NO-ASSERTIONS
compute	instance-redesign	del-mt-inuse	NO-ASSERTIONS
compute	instance-redesign	flt-kind-rejected	GREEN
compute	instance-redesign	flt-pg-rejected	GREEN
compute	instance-redesign	flt-snake-kind-rejected	GREEN
compute	instance-redesign	get-absent	GREEN
compute	instance-redesign	get-after-delete	GREEN
compute	instance-redesign	get	GREEN
compute	instance-redesign	get	GREEN
compute	instance-redesign	get	GREEN
compute	instance-redesign	get-malformed	GREEN
compute	instance-redesign	get-rya1	GREEN
compute	instance-redesign	get-rya2	GREEN
compute	instance-redesign	get-rya3	GREEN
compute	instance-redesign	get-rya4	GREEN
compute	instance-redesign	get-rya5	GREEN
compute	instance-redesign	get-rya6	GREEN
compute	instance-redesign	list-filter-name-lst25	GREEN
compute	instance-redesign	list-lst24	GREEN
compute	instance-redesign	mt-still-readable	GREEN
compute	instance-redesign	patch-rya8	GREEN
compute	instance-redesign	patch-vmspec-rya11	GREEN
compute	instance-redesign	poll-op-10	GREEN
compute	instance-redesign	poll-op-10	GREEN
compute	instance-redesign	poll-op-11	GREEN
compute	instance-redesign	poll-op-12	GREEN
compute	instance-redesign	poll-op-13	GREEN
compute	instance-redesign	poll-op-14	GREEN
compute	instance-redesign	poll-op-15	GREEN
compute	instance-redesign	poll-op-15	GREEN
compute	instance-redesign	poll-op-16	GREEN
compute	instance-redesign	poll-op-17	GREEN
compute	instance-redesign	poll-op-18	GREEN
compute	instance-redesign	poll-op-19	GREEN
compute	instance-redesign	poll-op-19	GREEN
compute	instance-redesign	poll-op-1	GREEN
compute	instance-redesign	poll-op-20	GREEN
compute	instance-redesign	poll-op-21	GREEN
compute	instance-redesign	poll-op-22	GREEN
compute	instance-redesign	poll-op-23	GREEN
compute	instance-redesign	poll-op-23	GREEN
compute	instance-redesign	poll-op-23	GREEN
compute	instance-redesign	poll-op-24	GREEN
compute	instance-redesign	poll-op-25	GREEN
compute	instance-redesign	poll-op-26	GREEN
compute	instance-redesign	poll-op-27	GREEN
compute	instance-redesign	poll-op-27	GREEN
compute	instance-redesign	poll-op-27	GREEN
compute	instance-redesign	poll-op-28	GREEN
compute	instance-redesign	poll-op-29	GREEN
compute	instance-redesign	poll-op-2	GREEN
compute	instance-redesign	poll-op-2	GREEN
compute	instance-redesign	poll-op-30	GREEN
compute	instance-redesign	poll-op-30	GREEN
compute	instance-redesign	poll-op-31	GREEN
compute	instance-redesign	poll-op-32	GREEN
compute	instance-redesign	poll-op-33	GREEN
compute	instance-redesign	poll-op-33	GREEN
compute	instance-redesign	poll-op-34	GREEN
compute	instance-redesign	poll-op-35	GREEN
compute	instance-redesign	poll-op-36	GREEN
compute	instance-redesign	poll-op-37	GREEN
compute	instance-redesign	poll-op-38	GREEN
compute	instance-redesign	poll-op-38	GREEN
compute	instance-redesign	poll-op-38	GREEN
compute	instance-redesign	poll-op-39	GREEN
compute	instance-redesign	poll-op-3	GREEN
compute	instance-redesign	poll-op-40	GREEN
compute	instance-redesign	poll-op-41	GREEN
compute	instance-redesign	poll-op-42	GREEN
compute	instance-redesign	poll-op-42	GREEN
compute	instance-redesign	poll-op-43	GREEN
compute	instance-redesign	poll-op-44	GREEN
compute	instance-redesign	poll-op-45	GREEN
compute	instance-redesign	poll-op-46	GREEN
compute	instance-redesign	poll-op-47	GREEN
compute	instance-redesign	poll-op-47	GREEN
compute	instance-redesign	poll-op-48	GREEN
compute	instance-redesign	poll-op-49	GREEN
compute	instance-redesign	poll-op-4	GREEN
compute	instance-redesign	poll-op-50	GREEN
compute	instance-redesign	poll-op-51	GREEN
compute	instance-redesign	poll-op-51	GREEN
compute	instance-redesign	poll-op-51	GREEN
compute	instance-redesign	poll-op-52	GREEN
compute	instance-redesign	poll-op-53	GREEN
compute	instance-redesign	poll-op-54	GREEN
compute	instance-redesign	poll-op-55	GREEN
compute	instance-redesign	poll-op-55	GREEN
compute	instance-redesign	poll-op-55	GREEN
compute	instance-redesign	poll-op-56	GREEN
compute	instance-redesign	poll-op-57	GREEN
compute	instance-redesign	poll-op-58	GREEN
compute	instance-redesign	poll-op-59	GREEN
compute	instance-redesign	poll-op-59	GREEN
compute	instance-redesign	poll-op-5	GREEN
compute	instance-redesign	poll-op-60	GREEN
compute	instance-redesign	poll-op-61	GREEN
compute	instance-redesign	poll-op-62	GREEN
compute	instance-redesign	poll-op-63	GREEN
compute	instance-redesign	poll-op-63	GREEN
compute	instance-redesign	poll-op-64	GREEN
compute	instance-redesign	poll-op-65	GREEN
compute	instance-redesign	poll-op-66	GREEN
compute	instance-redesign	poll-op-67	GREEN
compute	instance-redesign	poll-op-67	GREEN
compute	instance-redesign	poll-op-68	GREEN
compute	instance-redesign	poll-op-69	GREEN
compute	instance-redesign	poll-op-6	GREEN
compute	instance-redesign	poll-op-6	GREEN
compute	instance-redesign	poll-op-6	GREEN
compute	instance-redesign	poll-op-70	GREEN
compute	instance-redesign	poll-op-71	GREEN
compute	instance-redesign	poll-op-71	GREEN
compute	instance-redesign	poll-op-72	GREEN
compute	instance-redesign	poll-op-73	GREEN
compute	instance-redesign	poll-op-74	GREEN
compute	instance-redesign	poll-op-75	GREEN
compute	instance-redesign	poll-op-75	GREEN
compute	instance-redesign	poll-op-76	GREEN
compute	instance-redesign	poll-op-77	GREEN
compute	instance-redesign	poll-op-77	GREEN
compute	instance-redesign	poll-op-77	GREEN
compute	instance-redesign	poll-op-77	GREEN
compute	instance-redesign	poll-op-78	GREEN
compute	instance-redesign	poll-op-79	GREEN
compute	instance-redesign	poll-op-79	GREEN
compute	instance-redesign	poll-op-7	GREEN
compute	instance-redesign	poll-op-80	GREEN
compute	instance-redesign	poll-op-81	GREEN
compute	instance-redesign	poll-op-81	GREEN
compute	instance-redesign	poll-op-82	GREEN
compute	instance-redesign	poll-op-83	GREEN
compute	instance-redesign	poll-op-84	GREEN
compute	instance-redesign	poll-op-8	GREEN
compute	instance-redesign	poll-op-9	GREEN
compute	instance-redesign	ps-over	GREEN
compute	instance-redesign	recreate-same-name	GREEN
compute	instance-redesign	seed-inst-del	GREEN
compute	instance-redesign	seed-inst-fa	GREEN
compute	instance-redesign	seed-inst-imm	GREEN
compute	instance-redesign	seed-inst-lst	GREEN
compute	instance-redesign	seed-inst-metada	GREEN
compute	instance-redesign	seed-inst-mtfk	GREEN
compute	instance-redesign	seed-inst-nb	GREEN
compute	instance-redesign	seed-inst-networ	GREEN
compute	instance-redesign	seed-inst-serial	GREEN
compute	instance-redesign	seed-inst-serp	GREEN
compute	instance-redesign	seed-inst-sshpub	GREEN
compute	instance-redesign	seed-inst-upd	GREEN
compute	instance-redesign	seed-mt-ack	GREEN
compute	instance-redesign	seed-mt-byname	GREEN
compute	instance-redesign	seed-mt-ctok	GREEN
compute	instance-redesign	seed-mt-dup	GREEN
compute	instance-redesign	seed-mt-idel	GREEN
compute	instance-redesign	seed-mt-ifa	GREEN
compute	instance-redesign	seed-mt-iimm	GREEN
compute	instance-redesign	seed-mt-ilst	GREEN
compute	instance-redesign	seed-mt-imetada	GREEN
compute	instance-redesign	seed-mt-imtfk	GREEN
compute	instance-redesign	seed-mt-inb	GREEN
compute	instance-redesign	seed-mt-inetwor	GREEN
compute	instance-redesign	seed-mt-iserial	GREEN
compute	instance-redesign	seed-mt-iserp	GREEN
compute	instance-redesign	seed-mt-isshpub	GREEN
compute	instance-redesign	seed-mt-iupd	GREEN
compute	instance-redesign	seed-mt-sa	GREEN
compute	instance-redesign	seed-mt-udn	GREEN
compute	instance-redesign	seed-mt-vmok	GREEN
compute	instance-redesign	serial-port-rya21	GREEN
compute	instance-redesign	tok-garbage	GREEN
compute	instance-redesign	upd-bootsource-reinstall	GREEN
compute	instance-redesign	upd-kind-immutable	GREEN
compute	instance-redesign	upd-metadata-rya15	GREEN
compute	instance-redesign	upd-network-settings-rya17	GREEN
compute	instance-redesign	upd-serial-port-settings-rya19	GREEN
compute	instance-redesign	upd-ssh-public-keys-rya13	GREEN
compute	instance-redesign	upd-stopped-gate	GREEN
compute	instance-redesign	upd-unknown-mask	GREEN
compute	instance-redesign	upd-zone-immutable	GREEN
compute	instance-redesign	warm-del-rya26	GREEN
compute	instance-redesign	warm-fa-rya22	GREEN
compute	instance-redesign	warm-imm-rya9	GREEN
compute	instance-redesign	warm-lst-rya23	GREEN
compute	instance-redesign	warm-metada-rya14	GREEN
compute	instance-redesign	warm-mtfk-rya27	GREEN
compute	instance-redesign	warm-nb-rya10	GREEN
compute	instance-redesign	warm-networ-rya16	GREEN
compute	instance-redesign	warm-serial-rya18	GREEN
compute	instance-redesign	warm-serp-rya20	GREEN
compute	instance-redesign	warm-sshpub-rya12	GREEN
compute	instance-redesign	warm-upd-rya7	GREEN
compute	list-filter	assert-op-success	GREEN
compute	list-filter	assert-op-success	GREEN
compute	list-filter	assert-op-success	GREEN
compute	list-filter	assert-op-success	GREEN
compute	list-filter	assert-op-success	GREEN
compute	list-filter	assert-op-success	GREEN
compute	list-filter	create-a1	GREEN
compute	list-filter	create-a1-pa1	GREEN
compute	list-filter	create-own	GREEN
compute	list-filter	del-a1	GREEN
compute	list-filter	del-a1-leak	GREEN
compute	list-filter	del-own	GREEN
compute	list-filter	get-absent	GREEN
compute	list-filter	lf-cleanup-mt-leak	NO-ASSERTIONS
compute	list-filter	lf-cleanup-mt-own	NO-ASSERTIONS
compute	list-filter	lf-cleanup-mt-xacct	NO-ASSERTIONS
compute	list-filter	lf-seed-mt-leak	GREEN
compute	list-filter	lf-seed-mt-own	GREEN
compute	list-filter	lf-seed-mt-xacct	GREEN
compute	list-filter	list-a1-as-pure-nob	GREEN
compute	list-filter	list-b1-as-aab	GREEN
compute	list-filter	list-own-lst28	GREEN
compute	list-filter	poll-op-85	GREEN
compute	list-filter	poll-op-86	GREEN
compute	list-filter	poll-op-86	GREEN
compute	list-filter	poll-op-87	GREEN
compute	list-filter	poll-op-88	GREEN
compute	list-filter	poll-op-89	GREEN
compute	list-filter	poll-op-90	GREEN
compute	list-filter	poll-op-90	GREEN
compute	list-filter	poll-op-91	GREEN
compute	list-filter	poll-op-92	GREEN
compute	list-filter	poll-op-93	GREEN
compute	list-filter	poll-op-94	GREEN
compute	list-filter	poll-op-94	GREEN
compute	list-filter	poll-op-95	GREEN
compute	list-filter	poll-op-96	GREEN
compute	machine-type	assert-op-success	GREEN
compute	machine-type	assert-op-success	GREEN
compute	machine-type	assert-op-success	GREEN
compute	machine-type	assert-op-success	GREEN
compute	machine-type	assert-op-success	GREEN
compute	machine-type	assert-op-success	GREEN
compute	machine-type	bad-token	GREEN
compute	machine-type	cleanup-gpu1	NO-ASSERTIONS
compute	machine-type	cleanup-gpu8	NO-ASSERTIONS
compute	machine-type	cleanup-mt	NO-ASSERTIONS
compute	machine-type	cleanup-mt	NO-ASSERTIONS
compute	machine-type	cleanup-mt	NO-ASSERTIONS
compute	machine-type	cleanup-std0	NO-ASSERTIONS
compute	machine-type	cr-no-name	GREEN
compute	machine-type	get-absent	GREEN
compute	machine-type	get-after-delete	GREEN
compute	machine-type	get-after-seed-rya29	GREEN
compute	machine-type	get-malformed	GREEN
compute	machine-type	get-rya30	GREEN
compute	machine-type	list-by-name	GREEN
compute	machine-type	list-gpu-lst32	GREEN
compute	machine-type	list-gpu-min4	GREEN
compute	machine-type	list-lst31	GREEN
compute	machine-type	poll-op-100	GREEN
compute	machine-type	poll-op-101	GREEN
compute	machine-type	poll-op-102	GREEN
compute	machine-type	poll-op-103	GREEN
compute	machine-type	poll-op-104	GREEN
compute	machine-type	poll-op-105	GREEN
compute	machine-type	poll-op-106	GREEN
compute	machine-type	poll-op-107	GREEN
compute	machine-type	poll-op-108	GREEN
compute	machine-type	poll-op-97	GREEN
compute	machine-type	poll-op-98	GREEN
compute	machine-type	poll-op-99	GREEN
compute	machine-type	ps0	GREEN
compute	machine-type	ps1000	GREEN
compute	machine-type	ps1001	GREEN
compute	machine-type	ps1	GREEN
compute	machine-type	seed-mt-adm	GREEN
compute	machine-type	seed-mt-get	GREEN
compute	machine-type	seed-mt-gpu1	GREEN
compute	machine-type	seed-mt-gpu8	GREEN
compute	machine-type	seed-mt-lst	GREEN
compute	machine-type	seed-mt-std0	GREEN
compute	operation	assert-op-success	GREEN
compute	operation	assert-op-success	GREEN
compute	operation	assert-op-success	GREEN
compute	operation	cancel-done	GREEN
compute	operation	cancel-garbage	GREEN
compute	operation	cancel-nx	GREEN
compute	operation	cleanup	GREEN
compute	operation	cleanup-mt	NO-ASSERTIONS
compute	operation	cleanup-mt	NO-ASSERTIONS
compute	operation	cleanup	NO-ASSERTIONS
compute	operation	create-bad	GREEN
compute	operation	create-trigger	GREEN
compute	operation	create-trigger	GREEN
compute	operation	get-garbage-prefix	GREEN
compute	operation	get-nx	GREEN
compute	operation	get-nx	GREEN
compute	operation	get-op	GREEN
compute	operation	get-op	GREEN
compute	operation	pin-done-op	GREEN
compute	operation	poll-op-109	GREEN
compute	operation	poll-op-110	GREEN
compute	operation	poll-op-110	GREEN
compute	operation	poll-op-111	GREEN
compute	operation	poll-op-112	GREEN
compute	operation	poll-op-113	GREEN
compute	operation	poll-op-114	GREEN
compute	operation	poll-op-115	GREEN
compute	operation	poll-op-116	GREEN
compute	operation	poll-op-116	GREEN
compute	operation	poll-op-117	GREEN
compute	operation	poll-op-118	GREEN
compute	operation	seed-mt-cancel	GREEN
compute	operation	seed-mt-fail	GREEN
compute	operation	seed-mt-get	GREEN
compute	sec-d	assert-op-success	GREEN
compute	sec-d	assert-op-success	GREEN
compute	sec-d	assert-op-success	GREEN
compute	sec-d	cleanup-mt	NO-ASSERTIONS
compute	sec-d	create	GREEN
compute	sec-d	delete	GREEN
compute	sec-d	delete-missing	GREEN
compute	sec-d	get-after-delete	GREEN
compute	sec-d	get-rya33	GREEN
compute	sec-d	poll-op-119	GREEN
compute	sec-d	poll-op-120	GREEN
compute	sec-d	poll-op-120	GREEN
compute	sec-d	poll-op-121	GREEN
compute	sec-d	poll-op-122	GREEN
compute	sec-d	seed-mt-ok	GREEN
geo	admin-not-on-public	cleanup	GREEN
geo	admin-not-on-public	cleanup-region	GREEN
geo	admin-not-on-public	cleanup-zone	GREEN
geo	admin-not-on-public	confirm-region-rgf15	GREEN
geo	admin-not-on-public	create-on-internal	GREEN
geo	admin-not-on-public	create-on-public	GREEN
geo	admin-not-on-public	create-region-internal	GREEN
geo	admin-not-on-public	create-zone-on-internal	GREEN
geo	admin-not-on-public	create-zone-on-public	GREEN
geo	authz-deny	create-region-anon	GREEN
geo	authz-deny	create-region-nonadmin	GREEN
geo	authz-deny	create-zone-nonadmin	GREEN
geo	authz-deny	delete-region-nonadmin	GREEN
geo	authz-deny	delete-zone-nonadmin	GREEN
geo	authz-deny	get-internal-nonadmin	GREEN
geo	authz-deny	get-internal-nonadmin	GREEN
geo	authz-deny	get-region-anon	GREEN
geo	authz-deny	get-region-purenobindings	GREEN
geo	authz-deny	get-zone-anon	GREEN
geo	authz-deny	get-zone-purenobindings	GREEN
geo	authz-deny	list-pick-ambient	GREEN
geo	authz-deny	list-pick-ambient	GREEN
geo	authz-deny	list-regions-anon	GREEN
geo	authz-deny	list-regions-noviewer	GREEN
geo	authz-deny	list-zones-anon	GREEN
geo	authz-deny	list-zones-purenobindings	GREEN
geo	authz-deny	public-read-first	GREEN
geo	authz-deny	public-read-first	GREEN
geo	authz-deny	update-region-nonadmin	GREEN
geo	authz-deny	update-zone-nonadmin	GREEN
geo	internal-region	cleanup	GREEN
geo	internal-region	cleanup	GREEN
geo	internal-region	cleanup-region	GREEN
geo	internal-region	cleanup-region	GREEN
geo	internal-region	cleanup-zone	GREEN
geo	internal-region	confirm-created-rgf20	GREEN
geo	internal-region	confirm-region-rgf18	GREEN
geo	internal-region	confirm-zone-rgf19	GREEN
geo	internal-region	create-child-zone	GREEN
geo	internal-region	create-dup	GREEN
geo	internal-region	create-empty-id	GREEN
geo	internal-region	create-first	GREEN
geo	internal-region	create-malformed	GREEN
geo	internal-region	create-region	GREEN
geo	internal-region	create-region	GREEN
geo	internal-region	create-region	GREEN
geo	internal-region	delete-region-with-zone	GREEN
geo	internal-region	get-after-first-rgf17	GREEN
geo	internal-region	get-region-rgf16	GREEN
geo	internal-region	get-still-present	GREEN
geo	internal-region	region-survived	GREEN
geo	internal-region	update-name	GREEN
geo	internal-region	verify-name	GREEN
geo	internal-zone	cleanup-region	GREEN
geo	internal-zone	cleanup-region	GREEN
geo	internal-zone	cleanup-region	GREEN
geo	internal-zone	cleanup-region	GREEN
geo	internal-zone	cleanup-zone	GREEN
geo	internal-zone	cleanup-zone	GREEN
geo	internal-zone	cleanup-zone	GREEN
geo	internal-zone	cleanup-zone	GREEN
geo	internal-zone	confirm-region-rgf21	GREEN
geo	internal-zone	confirm-region-rgf23	GREEN
geo	internal-zone	confirm-region-rgf25	GREEN
geo	internal-zone	confirm-region-rgf27	GREEN
geo	internal-zone	confirm-zone-up-rgf28	GREEN
geo	internal-zone	create-ghost	GREEN
geo	internal-zone	create-malformed	GREEN
geo	internal-zone	create-region	GREEN
geo	internal-zone	create-region	GREEN
geo	internal-zone	create-region	GREEN
geo	internal-zone	create-region	GREEN
geo	internal-zone	create-uncoupled	GREEN
geo	internal-zone	create-zone-down	GREEN
geo	internal-zone	create-zone	GREEN
geo	internal-zone	create-zone-nostatus	GREEN
geo	internal-zone	create-zone-up	GREEN
geo	internal-zone	get-zone-dflt-rgf26	GREEN
geo	internal-zone	get-zone-down-rgf24	GREEN
geo	internal-zone	get-zone-rgf22	GREEN
geo	internal-zone	update-status-down	GREEN
geo	internal-zone	verify-status-down	GREEN
geo	internal-zone	zone-not-created	GREEN
geo	operation	cleanup	GREEN
geo	operation	create-region-for-op	GREEN
geo	operation	get-malformed-op	GREEN
geo	region	get-absent	GREEN
geo	region	get-malformed	GREEN
geo	region	get-region	GREEN
geo	region	get-region	GREEN
geo	region	get-region	GREEN
geo	region	get-toolong	GREEN
geo	region	list-bad-token	GREEN
geo	region	list-p1	GREEN
geo	region	list-p2	GREEN
geo	region	list-pick	GREEN
geo	region	list-pick	GREEN
geo	region	list-pick	GREEN
geo	region	list-ps0	GREEN
geo	region	list-ps1	GREEN
geo	region	list-ps-huge	GREEN
geo	region	list-regions-auth	GREEN
geo	region	list-regions	GREEN
geo	zone	get-absent	GREEN
geo	zone	get-malformed	GREEN
geo	zone	get-zone	GREEN
geo	zone	get-zone	GREEN
geo	zone	list-bad-token	GREEN
geo	zone	list-p1	GREEN
geo	zone	list-p2	GREEN
geo	zone	list-pick	GREEN
geo	zone	list-pick	GREEN
geo	zone	list-ps0	GREEN
geo	zone	list-ps-huge	GREEN
geo	zone	list-zones-auth	GREEN
geo	zone	list-zones	GREEN
iam	authz-deny	AUTHZ-AB-CR-A-AAA :: poll-op-create-AUTHZ-AB-CR-A-AAA	NO-ASSERTIONS
iam	authz-deny	AUTHZ-AB-CR-A-AAA :: post	GREEN
iam	authz-deny	AUTHZ-AB-CR-A-AAB :: post	GREEN
iam	authz-deny	AUTHZ-AB-CR-A-ANON :: post	GREEN
iam	authz-deny	AUTHZ-AB-CR-A-INV :: post	GREEN
iam	authz-deny	AUTHZ-AB-CR-A-NOB :: post	GREEN
iam	authz-deny	AUTHZ-AB-CR-A-PA1 :: post	GREEN
iam	authz-deny	AUTHZ-AB-CR-B-AAA :: post	GREEN
iam	authz-deny	AUTHZ-AB-CR-B-AAB :: poll-op-create-AUTHZ-AB-CR-B-AAB	NO-ASSERTIONS
iam	authz-deny	AUTHZ-AB-CR-B-AAB :: poll-op-create-AUTHZ-AB-CR-B-AAB	NO-ASSERTIONS
